@relation GPT

@attribute PatientID numeric
@attribute GPT_0 {H,N,VH,UH}
@attribute GOT_0 {H,N,VH,UH}
@attribute ZTT_0 {H,N,VH,UH}
@attribute TTT_0 {N,H,UH,VH}
@attribute T-BIL_0 {N,H,VH}
@attribute D-BIL_0 {N,VH,H,UH}
@attribute I-BIL_0 {N,H}
@attribute ALB_0 {N,L,H}
@attribute CHE_0 {N,L,H,VL}
@attribute T-CHO_0 {N,L,H,VH}
@attribute TP_0 {N,L,H}
@attribute Type_0 {C,B}
@attribute Activity_0 {A1,A2,A3}
@attribute GPT_1 {VH,N,UH,H}
@attribute GOT_1 {H,N,VH,UH}
@attribute ZTT_1 {H,N,VH,UH}
@attribute TTT_1 {N,H,UH,VH}
@attribute T-BIL_1 {N,H}
@attribute D-BIL_1 {N,H,VH}
@attribute I-BIL_1 {N,H}
@attribute ALB_1 {N,L,VL,H}
@attribute CHE_1 {N,H,VL,L}
@attribute T-CHO_1 {H,N,L,VH}
@attribute TP_1 {N,L,H,VL}
@attribute Type_1 {C,B}
@attribute Activity_1 {A1,A2,A3}
@attribute GPT_2 {H,N,VH,UH}
@attribute GOT_2 {N,H,VH,UH}
@attribute ZTT_2 {N,H,VH,UH}
@attribute TTT_2 {N,H,VH,UH}
@attribute T-BIL_2 {N,H,VH}
@attribute D-BIL_2 {N,H,VH}
@attribute I-BIL_2 {N,H,VH}
@attribute ALB_2 {N,L,H,VL}
@attribute CHE_2 {N,VL,H,L}
@attribute T-CHO_2 {N,VH,H,L}
@attribute TP_2 {N,L,H}
@attribute Type_2 {C,B}
@attribute Activity_2 {A1,A2,A3}
@attribute GPT_3 {H,N,VH,UH}
@attribute GOT_3 {N,H,VH,UH}
@attribute ZTT_3 {H,N,VH,UH}
@attribute TTT_3 {N,H,VH,UH}
@attribute T-BIL_3 {N,H,VH}
@attribute D-BIL_3 {N,H,VH,UH}
@attribute I-BIL_3 {N,H}
@attribute ALB_3 {N,L,VL,H}
@attribute CHE_3 {N,VL,VH,L,H}
@attribute T-CHO_3 {N,H,VH,L}
@attribute TP_3 {N,L,H}
@attribute Type_3 {C,B}
@attribute Activity_3 {A1,A2,A3}
@attribute GPT_4 {N,UH,H,VH}
@attribute GOT_4 {N,VH,UH,H}
@attribute ZTT_4 {N,H,VH,UH}
@attribute TTT_4 {H,N,VH,UH}
@attribute T-BIL_4 {N,H,VH}
@attribute D-BIL_4 {N,VH,H,UH}
@attribute I-BIL_4 {N,H}
@attribute ALB_4 {N,L,H,VL}
@attribute CHE_4 {N,VL,H,L}
@attribute T-CHO_4 {N,H,L,VH}
@attribute TP_4 {N,L,H}
@attribute Type_4 {C,B}
@attribute Activity_4 {A1,A2,A3}
@attribute GPT_5 {N,H,VH,UH}
@attribute GOT_5 {N,VH,UH,H}
@attribute ZTT_5 {H,N,VH,UH}
@attribute TTT_5 {N,H,VH,UH}
@attribute T-BIL_5 {N,H}
@attribute D-BIL_5 {N,H,VH}
@attribute I-BIL_5 {N,H}
@attribute ALB_5 {N,L,VL,H}
@attribute CHE_5 {N,VL,H,L}
@attribute T-CHO_5 {N,L,H,VH}
@attribute TP_5 {N,L,H,VH}
@attribute Type_5 {C,B}
@attribute Activity_5 {A1,A2,A3}
@attribute GPT_6 {H,N,VH,UH}
@attribute GOT_6 {N,H,VH,UH}
@attribute ZTT_6 {H,N,VH,UH}
@attribute TTT_6 {N,H,VH,UH}
@attribute T-BIL_6 {N,H,VH}
@attribute D-BIL_6 {N,H,VH,UH}
@attribute I-BIL_6 {N,H}
@attribute ALB_6 {N,L,H}
@attribute CHE_6 {N,VL,L,H}
@attribute T-CHO_6 {N,H,L,VH}
@attribute TP_6 {N,L,H}
@attribute Type_6 {C,B}
@attribute Activity_6 {A1,A2,A3}
@attribute GPT_7 {UH,N,H,VH}
@attribute GOT_7 {VH,N,H,UH}
@attribute ZTT_7 {H,N,VH,UH}
@attribute TTT_7 {N,VH,UH,H}
@attribute T-BIL_7 {N,H,VH}
@attribute D-BIL_7 {N,H,VH,UH}
@attribute I-BIL_7 {N,H,VH}
@attribute ALB_7 {N,H,L}
@attribute CHE_7 {N,VL,H,L}
@attribute T-CHO_7 {N,H,VH,L}
@attribute TP_7 {N,L,H}
@attribute Type_7 {C,B}
@attribute Activity_7 {A1,A2,A3}
@attribute GPT_8 {N,H,VH,UH}
@attribute GOT_8 {N,H,VH,UH}
@attribute ZTT_8 {H,N,VH,UH}
@attribute TTT_8 {N,H,UH,VH}
@attribute T-BIL_8 {N,H}
@attribute D-BIL_8 {N,VH,H,UH}
@attribute I-BIL_8 {N,H}
@attribute ALB_8 {N,H,L}
@attribute CHE_8 {N,VL,H,L}
@attribute T-CHO_8 {N,H,L,VH}
@attribute TP_8 {N,L,H}
@attribute Type_8 {C,B}
@attribute Activity_8 {A1,A2,A3}
@attribute GPT_9 {H,N,VH,UH}
@attribute GOT_9 {N,H,VH,UH}
@attribute ZTT_9 {H,N,VH,UH}
@attribute TTT_9 {N,VH,UH,H}
@attribute T-BIL_9 {N,H}
@attribute D-BIL_9 {N,H,UH,VH}
@attribute I-BIL_9 {N,H}
@attribute ALB_9 {N,L,H,VL}
@attribute CHE_9 {N,VL,H,L}
@attribute T-CHO_9 {N,L,H,VH}
@attribute TP_9 {N,L,H,VH}
@attribute Type_9 {C,B}
@attribute Activity_9 {A1,A2,A3}
@attribute GPT_10 {H,N,VH,UH}
@attribute GOT_10 {H,N,VH,UH}
@attribute ZTT_10 {H,N,VH,UH}
@attribute TTT_10 {N,VH,H,UH}
@attribute T-BIL_10 {H,N,VH}
@attribute D-BIL_10 {N,H,VH,UH}
@attribute I-BIL_10 {H,N}
@attribute ALB_10 {N,L,H,VL}
@attribute CHE_10 {N,VL,H,L}
@attribute T-CHO_10 {N,VH,H,L}
@attribute TP_10 {N,H,L}
@attribute Type_10 {C,B}
@attribute Activity_10 {A1,A2,A3}
@attribute GPT11 {H,N,VH,UH}

@data
114,N,N,VH,H,N,N,N,N,N,N,N,B,A2,N,N,VH,H,N,N,N,N,N,H,N,B,A2,N,N,VH,H,N,N,N,N,N,H,N,B,A2,N,N,VH,H,N,N,N,N,N,H,N,B,A2,UH,UH,VH,UH,H,H,H,L,L,N,N,B,A2,H,H,UH,UH,N,H,N,L,L,N,N,B,A2,N,N,UH,UH,N,N,N,N,N,N,N,B,A2,N,N,VH,UH,N,N,N,N,N,N,N,B,A2,N,N,VH,H,N,N,N,N,N,H,N,B,A2,N,N,VH,N,N,N,N,N,N,H,N,B,A2,N,N,H,N,N,N,N,N,N,H,N,B,A2,N
122,VH,H,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,N,N,N,N,N,N,C,A2,VH,H,H,N,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H
123,VH,H,H,H,N,H,N,N,N,N,H,C,A2,N,N,H,H,N,H,N,N,N,N,H,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,H,N,N,N,N,N,C,A2,VH,VH,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,H,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,H,N,N,N,N,N,C,A2,UH,VH,H,H,N,H,N,N,N,N,N,C,A2,N,N,H,H,N,H,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N
124,H,H,VH,N,N,N,N,N,N,N,N,C,A2,H,VH,VH,H,N,N,N,N,N,N,N,C,A2,VH,VH,VH,H,N,N,N,N,N,N,N,C,A2,VH,VH,H,VH,N,N,N,N,N,L,N,C,A2,VH,VH,H,VH,N,N,N,N,N,N,N,C,A2,VH,VH,H,VH,N,N,N,N,N,N,N,C,A2,VH,VH,H,VH,N,N,N,N,N,N,N,C,A2,VH,VH,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,VH,N,N,N,N,N,N,N,C,A2,N,H,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N
125,H,H,H,N,N,H,N,N,N,N,N,C,A2,H,H,H,N,N,N,N,N,N,N,N,C,A2,H,H,H,N,N,N,N,N,N,N,N,C,A2,H,H,H,N,H,H,H,N,N,N,N,C,A2,H,H,H,N,N,N,N,N,N,L,N,C,A2,H,H,H,N,N,N,N,N,N,L,N,C,A2,VH,H,H,N,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H
128,UH,UH,H,H,N,H,N,N,VL,N,N,B,A2,H,H,H,H,N,H,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,H,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,N,L,B,A2,UH,UH,H,H,N,H,N,N,VL,N,N,B,A2,VH,H,H,H,N,H,N,N,VL,N,N,B,A2,N,H,N,H,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,H,N,N,VL,N,N,B,A2,N,N,N,N,N,H,N,N,VL,N,N,B,A2,N,N,N,N,N,H,N,N,VL,N,N,B,A2,N
138,N,H,H,H,H,H,H,N,N,H,N,C,A1,H,H,H,H,H,N,H,N,N,H,H,C,A1,H,H,H,H,N,N,N,N,N,H,N,C,A1,H,H,H,H,N,N,H,N,N,VH,N,C,A1,H,H,H,H,H,H,H,N,N,VH,N,C,A1,N,N,H,H,H,H,H,N,N,VH,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
142,H,H,UH,VH,N,N,N,N,N,N,N,C,A1,H,H,VH,H,N,N,N,N,N,N,N,C,A1,H,H,VH,H,N,N,N,N,N,N,N,C,A1,H,H,VH,H,N,N,N,N,N,N,N,C,A1,H,H,VH,VH,N,N,N,N,N,N,N,C,A1,H,N,VH,H,N,N,N,N,N,N,N,C,A1,H,N,VH,N,N,N,N,N,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
144,VH,VH,N,N,N,N,N,N,N,VH,N,C,A2,VH,VH,N,N,N,N,N,N,N,H,N,C,A2,VH,VH,N,N,N,N,N,N,N,H,N,C,A2,VH,VH,N,N,N,N,N,N,N,VH,N,C,A2,VH,VH,N,N,N,N,N,N,N,H,N,C,A2,UH,UH,N,N,N,H,N,N,N,VH,N,C,A2,UH,UH,N,N,N,H,N,N,N,VH,N,C,A2,VH,VH,N,N,N,N,N,N,N,H,N,C,A2,VH,VH,N,N,N,N,N,N,N,H,N,C,A2,VH,VH,N,N,N,N,N,N,N,VH,N,C,A2,VH,H,N,N,N,N,N,N,N,N,N,C,A2,VH
147,H,N,N,N,N,N,N,L,VL,VH,L,B,A2,H,H,N,N,N,N,N,L,VL,H,L,B,A2,UH,UH,H,H,N,N,N,L,VL,N,N,B,A2,N,H,H,H,N,N,N,N,VL,N,N,B,A2,N,N,N,N,N,N,N,N,VL,H,N,B,A2,N,N,N,N,N,N,N,N,VL,H,N,B,A2,N,N,N,N,N,N,N,N,VL,H,N,B,A2,N,N,N,N,N,N,N,N,VL,N,N,B,A2,VH,VH,N,N,N,N,N,N,VL,N,N,B,A2,VH,VH,N,N,N,N,N,N,VL,N,N,B,A2,H,H,N,N,N,N,N,N,VL,N,N,B,A2,H
149,VH,VH,H,H,N,N,N,L,L,N,N,C,A1,VH,VH,H,VH,N,N,N,L,L,N,N,C,A1,VH,VH,H,VH,N,N,N,L,L,N,H,C,A1,H,VH,H,VH,N,N,N,L,L,N,N,C,A1,VH,VH,VH,VH,N,N,N,L,L,N,N,C,A1,VH,VH,H,VH,N,N,N,L,L,N,N,C,A1,H,H,H,H,N,N,N,L,L,N,N,C,A1,VH,VH,H,VH,N,N,N,L,L,N,H,C,A1,VH,UH,H,VH,N,N,N,L,L,N,H,C,A1,VH,VH,H,VH,N,N,N,L,L,N,N,C,A1,VH,VH,VH,VH,N,N,N,L,L,N,H,C,A1,VH
158,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,N,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
167,H,H,N,N,N,N,N,N,VL,N,N,B,A1,VH,VH,N,N,N,N,N,N,VL,N,N,B,A1,VH,VH,N,N,N,H,N,N,VL,N,N,B,A1,VH,VH,N,H,N,N,N,N,VL,N,N,B,A1,VH,H,H,H,N,N,N,N,VL,N,N,B,A1,VH,H,N,H,N,H,N,N,VL,H,N,B,A1,VH,VH,N,N,N,H,N,N,VL,N,N,B,A1,UH,VH,N,H,N,N,N,N,VL,H,N,B,A1,VH,VH,N,H,N,N,N,N,VL,N,N,B,A1,VH,H,N,H,N,N,N,N,VL,N,N,B,A1,VH,H,N,H,N,N,N,N,VL,H,N,B,A1,VH
169,N,N,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,L,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,N,N,VH,VH,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,UH,VH,H,VH,N,N,N,N,N,N,N,C,A2,N,N,VH,VH,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N
171,H,H,H,VH,N,N,N,N,N,N,N,C,A1,H,H,VH,UH,N,N,N,L,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,H,H,C,A1,N,N,H,H,N,N,N,N,N,H,N,C,A1,N,N,VH,VH,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,N,N,C,A1,N,N,VH,N,N,N,N,N,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,N,N,C,A1,N,N,VH,N,N,N,N,N,N,N,N,C,A1,N
181,VH,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,H,C,A2,UH,UH,VH,H,N,N,N,N,N,N,H,C,A2,H,H,VH,H,N,N,N,N,N,N,H,C,A2,H,N,VH,H,N,N,N,N,N,N,H,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,N,H,H,N,N,N,N,N,H,H,C,A2,H,H,H,H,N,N,N,N,N,H,N,C,A2,H,H,H,H,N,N,N,N,N,H,H,C,A2,VH,H,VH,H,N,N,N,N,N,H,H,C,A2,H,H,VH,H,N,N,N,N,H,H,H,C,A2,H
182,H,H,H,N,N,N,N,N,L,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,H,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,N,H,H,N,N,N,N,N,N,N,N,C,A1,N,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,H,H,H,N,N,N,N,N,N,N,N,C,A1,N,H,H,N,N,N,N,N,N,N,N,C,A1,VH,VH,H,N,N,N,H,N,N,N,N,C,A1,VH
183,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,L,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,H,H,N,N,N,N,N,N,N,N,C,A1,VH,VH,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,N,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N
184,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,VH,H,N,N,N,N,N,N,N,C,A1,N,N,VH,N,N,N,N,N,N,N,N,C,A1,N,N,VH,N,N,N,N,N,N,N,N,C,A1,N,N,VH,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,N,N,H,N,N,N,N,N,N,N,N,C,A1,UH,UH,H,N,N,N,N,N,N,N,N,C,A1,UH
185,N,N,H,H,N,N,N,L,N,N,L,C,A1,N,N,H,H,N,N,N,N,N,H,L,C,A1,N,N,H,H,N,N,N,L,N,N,N,C,A1,H,H,H,VH,N,N,N,N,N,H,N,C,A1,H,H,H,VH,N,N,N,N,N,H,N,C,A1,H,N,H,H,N,N,N,N,N,H,N,C,A1,N,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,VH,N,N,N,N,N,N,N,C,A1,H,N,H,H,N,N,N,N,N,N,N,C,A1,N,N,H,H,H,H,H,N,N,N,N,C,A1,N
187,H,H,N,N,N,H,N,N,VL,N,N,C,A1,UH,VH,N,N,N,H,N,N,VL,N,N,C,A1,UH,UH,H,N,N,H,N,N,VL,N,N,C,A1,N,N,H,N,N,N,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,H,H,N,N,N,N,N,N,VL,N,N,C,A1,UH,VH,N,N,N,H,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,VH,H,N,N,N,N,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,UH,VH,N,N,N,N,N,N,VL,N,N,C,A1,UH
189,N,H,H,VH,N,H,N,N,VL,N,N,B,A3,N,N,N,H,H,H,N,N,VL,N,N,B,A3,N,N,N,N,N,H,N,N,VL,N,N,B,A3,N,N,N,N,H,H,N,N,VL,N,N,B,A3,N,N,N,N,N,H,N,N,VL,N,N,B,A3,N,N,N,N,N,H,N,N,VL,N,H,B,A3,N,H,N,N,N,N,N,N,VL,N,H,B,A3,VH,VH,N,N,N,H,N,N,VL,N,H,B,A3,UH,UH,VH,VH,N,H,N,N,VL,L,H,B,A3,VH,VH,VH,VH,N,H,N,N,VL,N,H,B,A3,H,VH,H,VH,N,H,N,N,VL,N,H,B,A3,H
191,N,N,H,N,N,N,N,N,N,L,N,C,A2,N,N,H,N,N,N,N,N,N,L,N,C,A2,N,N,H,N,N,N,N,N,N,L,N,C,A2,VH,H,H,N,N,N,N,N,N,L,N,C,A2,UH,VH,H,H,N,N,N,N,N,L,N,C,A2,VH,H,H,H,N,N,N,N,N,L,N,C,A2,H,H,H,H,N,N,N,N,N,L,N,C,A2,H,H,H,N,N,N,N,N,N,L,N,C,A2,H,N,H,N,N,N,N,N,N,L,N,C,A2,H,N,H,N,N,N,N,N,N,L,N,C,A2,H,N,H,H,N,N,N,N,N,N,N,C,A2,H
195,N,H,H,N,N,N,N,N,N,N,N,C,A2,N,H,H,N,N,N,N,N,N,VH,N,C,A2,UH,UH,H,N,N,N,N,N,N,N,N,C,A2,H,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,H,H,H,N,N,N,N,N,N,N,N,C,A2,UH,UH,H,H,H,H,H,N,N,N,N,C,A2,H,N,VH,N,N,N,N,N,N,N,N,C,A2,UH,UH,H,N,N,N,N,N,N,N,N,C,A2,VH,H,VH,N,N,H,N,N,N,N,N,C,A2,VH
197,H,H,N,N,N,N,N,N,VL,VH,N,B,A1,H,H,N,N,N,N,N,N,VL,VH,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,VH,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H,H,N,N,N,N,N,N,VL,H,N,B,A1,H
203,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,N,C,A1,H,H,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,H,N,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N,N,H,N,N,N,N,L,N,N,L,C,A1,N
206,VH,H,N,N,N,N,N,N,VL,N,N,C,A1,H,H,N,N,N,N,N,N,VL,N,N,C,A1,H,H,N,N,N,H,N,N,VL,N,N,C,A1,H,N,N,N,N,N,N,N,VL,N,N,C,A1,H,N,N,N,N,H,N,N,VL,N,N,C,A1,H,H,N,N,N,H,N,N,VL,N,N,C,A1,H,H,N,N,N,H,N,N,VL,N,N,C,A1,N,N,N,N,N,N,N,N,VL,N,N,C,A1,H,N,N,N,N,H,N,N,VL,N,N,C,A1,VH,H,N,N,N,H,N,N,VL,N,N,C,A1,VH,VH,N,N,N,H,N,N,VL,N,N,C,A1,VH
208,VH,VH,H,H,N,H,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,L,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,VH,H,H,N,N,N,N,L,N,L,L,C,A1,H,H,H,H,N,N,N,L,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,N,H,H,H,N,H,N,N,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,H
210,H,H,VH,H,N,N,N,N,N,N,N,C,A1,H,N,VH,VH,N,N,N,N,N,N,N,C,A1,H,H,H,VH,N,N,N,N,N,H,N,C,A1,H,N,H,H,N,N,N,N,N,H,N,C,A1,N,N,H,VH,N,N,N,N,N,N,N,C,A1,H,H,H,H,N,N,N,N,N,N,N,C,A1,H,N,H,VH,N,N,N,L,N,N,N,C,A1,H,N,H,VH,N,N,N,L,N,N,N,C,A1,H,N,H,VH,N,N,N,N,N,N,N,C,A1,H,N,H,VH,N,N,N,N,H,N,N,C,A1,H,H,H,VH,N,N,N,N,N,H,N,C,A1,H
215,H,H,VH,VH,H,H,N,L,VL,N,N,C,A2,H,H,VH,H,H,VH,N,VL,VL,N,N,C,A2,H,H,UH,H,N,H,N,L,VL,N,N,C,A2,H,H,VH,H,N,H,N,L,VL,L,N,C,A2,H,H,VH,H,N,H,N,L,VL,N,N,C,A2,H,VH,VH,VH,N,H,N,L,VL,N,N,C,A2,H,H,UH,VH,N,H,N,L,VL,N,N,C,A2,H,H,UH,VH,H,H,N,L,VL,N,N,C,A2,H,H,VH,H,N,H,N,L,VL,L,N,C,A2,H,H,UH,VH,N,H,N,L,VL,L,N,C,A2,H,VH,UH,VH,H,H,N,L,VL,N,N,C,A2,H
219,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,H,H,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,VH,N,N,N,N,N,N,N,C,A2,N,N,H,VH,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N
220,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,N,N,H,N,N,N,N,N,N,N,N,C,A2,VH,H,H,N,N,N,N,N,N,N,N,C,A2,VH,H,H,H,N,N,N,N,N,N,N,C,A2,H,N,VH,H,N,N,N,N,N,N,N,C,A2,H,N,VH,H,N,N,N,N,N,H,N,C,A2,N,N,H,H,N,N,N,N,N,N,N,C,A2,N,N,VH,N,N,N,N,N,N,N,N,C,A2,N
221,VH,VH,UH,UH,N,N,N,L,N,L,N,C,A2,UH,VH,UH,UH,N,N,N,L,N,L,N,C,A2,UH,VH,UH,UH,N,N,N,L,N,L,N,C,A2,UH,VH,VH,UH,N,N,N,L,N,L,H,C,A2,UH,VH,VH,UH,N,N,N,L,N,N,H,C,A2,VH,VH,VH,UH,N,N,N,N,N,L,N,C,A2,VH,VH,VH,UH,N,N,N,N,N,L,H,C,A2,VH,VH,VH,UH,N,N,N,N,N,L,H,C,A2,VH,VH,VH,UH,N,N,N,N,N,L,N,C,A2,VH,VH,UH,UH,N,N,N,L,N,N,N,C,A2,VH,VH,VH,UH,N,N,N,N,N,N,H,C,A2,VH
224,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,N,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,VH,VH,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,L,B,A1,H,H,N,N,H,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H,H,N,N,N,H,N,N,VL,N,N,B,A1,H
225,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,H,H,H,N,N,N,N,N,N,N,N,C,A3,H,H,H,N,N,N,N,N,N,N,N,C,A3,H,H,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,H,N,N,N,N,N,N,N,N,C,A3,N,N,VH,N,N,N,N,N,N,N,N,C,A3,N
